name,popularity,duration_ms,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,valence_tags,arousal_tags,dominance_tags,genre,artists_processed,name_processed,lyrics,BERT_features
mutilated lips,47,228800,ween,0.565,0.657,8,-8.526,1,0.0273,0.0587,0.000151,0.331,0.361,136.05,6.283571428571428,3.935,5.554285714285713,alternative,ween,mutilated lips,lick brain silence rather squeeze head instead midget man provoking violence listen said said please calm everything turning brown mutilated lips give kiss wrist worm like tips tentacles expanding mind i'm fine accepting fresh brine get another drop yeah wish mutilated lips give kiss wrist worm like tips tentacles expanding mind i'm fine accepting fresh brine get another drop yeah wish laughing lady living lover ooo sassy frassy lassie find skull haile sellase give shoes tapsy tap big world take hand ugly girl mutilated lips give kiss wrist worm like tips tentacles expanding mind i'm fine accepting fresh brine get another drop yeah wish,"[[-0.3351687  -0.12197497  0.23969461 ... -0.14605969 -0.15971228
   0.12302481]
 [ 0.53121144 -0.12794279  1.6453263  ...  0.3678966   0.26919556
   0.3407196 ]
 [-0.1645583   0.4988781   0.6350613  ... -0.3538244  -0.11713931
   0.2671189 ]
 ...
 [-0.12408026  0.16118833  0.33762366 ...  0.03200906  0.05127624
   0.05175357]
 [ 0.15799882 -0.22123499  0.3370842  ...  0.21202502 -0.16941826
  -0.20352452]
 [ 0.11481712  0.02989807  0.4303687  ...  0.01460505  0.12197639
   0.27566823]]"
tried and true,55,242000,ween,0.747,0.572,1,-9.046,1,0.027,0.102,0.267,0.331,0.575,119.706,5.64625,3.99875,5.241249999999999,alternative,ween,tried and true,"dawn woke alone rising called force time space calling came fell back realizing oh cool love i'm everything everything cause tried true see light oh han dig soul could smell whole life bent edge eclipsed turned around aligning though dark sparked rays violet light blinding went job sowing thoughts feelings oh good bad felt cries healing cause tried true see light oh dig soul could smell whole life rise dawn awake long let rest time blow mind dawn woke alone rising got ya called force time space calling see came fell back realizing creation cool love i'm everything everything,'cause tried true see light dig soul could smell whole life","[[-0.5503903  -0.10297932 -0.141529   ... -0.3458584   0.10101091
  -0.2503827 ]
 [ 0.31671047  0.00799087  0.05471481 ... -0.13396731  1.1042738
  -0.54521316]
 [ 0.19507691 -0.07055277  1.2332761  ...  0.32274997  0.2524868
  -1.1184542 ]
 ...
 [ 0.04113624  0.06815575  0.5297937  ...  0.05694852 -0.17413785
  -0.04640519]
 [ 0.10879048  0.07353133  0.47743046 ... -0.05170821 -0.17509787
  -0.07140742]
 [ 0.23108323  0.05949667  0.5226845  ... -0.06976298 -0.19813935
  -0.21405518]]"
push th' little daisies,42,169960,ween,0.716,0.714,10,-7.114,0,0.0537,0.162,2.76e-05,0.0501,0.967,155.996,7.100126582278481,5.215189873417723,6.365569620253164,alternative,ween,push th' little daisies,lie kiss baby bye bye bye true whole wide world laugh see nothing's wrong time tell might even bring wedding bell think i'm loser well suck cause know ain't nothin user love can't get enough girl true whole wide world smiling push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come sometimes know sometimes i'm go i'm comin back give flack yeah world you's girl you's girl happier shit things might go click click love love ohhh push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come watch little daisies grow little daisies grow push th little daisies make em come watch grow watch grow push little daisies make em come make em come make em come make em come say push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come push th little daisies make em come,"[[-0.55020034 -0.2511247   0.6504455  ... -0.18275772 -0.04679016
   0.44868895]
 [ 0.7301203  -0.25661048  1.4753922  ... -0.28269893  0.29001525
   0.12226933]
 [ 0.20117886 -0.25247225  1.5811306  ... -0.6777779  -0.25181523
   0.62565017]
 ...
 [ 0.44989046 -0.10246216  1.0101224  ... -0.311167    0.05061479
   0.14520837]
 [-0.07789903 -0.30070266  0.654331   ...  0.01771792  0.10020329
   0.00448458]
 [-0.47360492 -0.04712252  1.0413294  ...  0.29158345 -0.43441406
  -0.3472835 ]]"
piss up a rope,46,213560,ween,0.761,0.489,7,-11.025,1,0.0355,0.212,0.0,0.25,0.968,137.907,2.7838297872340427,4.479361702127659,4.119787234042553,country,ween,piss up a rope,dinner's fire watches tv ever wondered like takes money leaves smokes yells buddies insults folks i'm breakin back doin best got time dog none man i'm dope can't cope hit fuckin road piss rope piss rope put shoes hit road get truckin pack bag need ag knees big booty bitch start suckin ride ass like horse saddle shits creek turd paddle can't cope piss rope uh piss rope feel pissy dribble piss rope watch giggle last months packin bag wash balls warm wet rag till balls feel smooth soft like silk i'm sick mouth percent milk i'm dope i've lost hope hit fuckin road piss rope piss rope put shoes hit road get truckin pack bag need age knees big booty bitch start suckin ride ass like horse saddle shits creek turd paddle can't cope piss rope,"[[-0.28620905  0.1729885  -0.11927915 ... -0.603927    0.04174454
  -0.08451709]
 [-0.20781025 -0.38386345  0.63452953 ... -0.1640265   0.5721868
  -0.37243673]
 [ 0.38364536  0.05893457  0.93873346 ... -0.5172626   0.18905842
  -0.10242929]
 ...
 [ 0.00326822  0.13895582  0.5100085  ... -0.27303585 -0.05873069
   0.18641406]
 [-0.28126878  0.03461791  0.6178561  ... -0.03129528 -0.02288829
   0.22891349]
 [-0.25526014 -0.9132022   0.25038457 ...  0.09044269  0.16198646
  -0.05826966]]"
check yes juliet,54,220133,we the kings,0.35,0.909,2,-4.204,1,0.0774,0.0024,0.0,0.163,0.314,166.866,8.006376811594203,5.540579710144927,6.507246376811595,pop punk,we the kings,check yes juliet,check yes juliet rain falling sidewalk go come outside check yes juliet kill limbo i'll keep tossing rocks window there's turning back us tonight lace shoes eh oh eh oh here's run baby run ever look back they'll tear us apart give chance sell heart say we're meant run baby run forever we'll check yes juliet i'll waiting wishing wanting taking sneak tell soul goodbye check yes juliet here's countdown three two one fall arms change locks let change mind lace shoes eh oh eh oh here's run baby run ever look back they'll tear us apart give chance sell heart say we're meant run baby run forever we'll we're flying night we're flying night way high view getting better side run baby run ever look back they'll tear us apart give chance sell heart say we're meant run baby run forever we'll run baby run ever look back they'll tear us apart give chance sell heart say we're meant run baby run forever we'll,"[[-0.20496924 -0.07150093 -0.02445877 ... -0.11518443 -0.18904047
   0.13155174]
 [ 1.4488057  -0.22792076  0.76028085 ... -0.2760597   0.4925569
  -0.4003252 ]
 [-0.7577221   0.34600082  1.9714017  ... -0.44305176  0.21823727
   0.5239747 ]
 ...
 [ 0.19513877 -0.17333685  0.449695   ...  0.10113274 -0.18790062
  -0.22113642]
 [ 0.2029143  -0.10824668  0.5499083  ... -0.21413034 -0.24087146
  -0.23926817]
 [ 0.35204455 -0.17130508  0.55036736 ... -0.06428545 -0.27881625
  -0.1721393 ]]"
secret valentine,47,208438,we the kings,0.395,0.918,1,-4.076,1,0.0525,0.00319,0.0,0.201,0.283,160.016,7.82736,5.53856,6.323439999999999,pop punk,we the kings,secret valentine,soft kiss wine pretty friend mine we're finally intertwined nervous shy moment come alive tonight secret valentine we'll write song turns lights boy girl start suddenly shaking inside waste time speed breathing close eyes we'll hope nothing lay still worry talk i'll loving morning's first light breaks tomorrow i'll take care tonight secret valentine we'll write song turns lights boy girl start suddenly shaking inside waste time speed breathing close eyes we'll hope nothing guilt fills head brush rise dead moment come alive brace love sweet love secret love we'll write song turns lights boy girl start suddenly shaking inside waste time speed breathing close eyes we'll hope nothing,"[[-0.21587248 -0.03047191 -0.11947806 ...  0.15978584 -0.19167553
   0.0249251 ]
 [-1.1583755  -0.09763112  1.2206988  ... -0.3894079  -0.15143579
  -0.14203094]
 [-0.6245057   0.2515865   1.4662902  ... -0.6277024  -0.31171316
   0.91140056]
 ...
 [ 0.6043751   0.2203524   0.15132551 ... -0.31462952 -0.1795308
  -1.0395335 ]
 [ 0.19577701  0.04559159  0.34711736 ... -0.15771928 -0.36602807
  -0.39413473]
 [-0.2278403  -0.23011245  0.52547103 ...  0.01470272 -0.13195728
  -0.42480698]]"
bounce along,51,290493,wayne wonder,0.77,0.683,0,-5.337,0,0.27,0.117,0.0,0.0396,0.964,95.699,7.4,6.35,6.31,reggae,wayne wonder,bounce along,baby oh beautiful girl mess wit wish would love progress one gave i've looking says wants man like life minta minta goals alright talk lady's every night want talk want right give love galore baby chorus bounce along bounce along turn bounce along bounce along bounce along bounce along turn bounce along bounce along maybe believe seen love every single thing clearly see want lately i've talking self saying need nobody else cause i'm searching found want sleep alone without bed cause around love messing head baby chorus beautiful girl mess wish would love progress one gave i've looking says wants man like life minta minta goals alright talk lady's every night want talk want right give love galore baby chorus repeat x4 bounce bounce bounce along want sleep alone without bed cause around love messing head baby chorus maybe believe seen love every single thing clearly see want lately i've talking self saying need nobody else cause i'm searching found want sleep alone without bed cause around love messing head baby chorus x2,"[[-0.40029147 -0.03886842 -0.13472237 ... -0.5038832  -0.03181214
   0.22602987]
 [-0.06661676 -0.10816257  0.7943801  ... -0.08693863  0.5464148
  -0.6766925 ]
 [ 0.7134395   0.8758995   1.4795411  ... -0.37390742 -0.4949947
   0.07674904]
 ...
 [ 0.11106552 -0.13697614  0.7183414  ... -0.22398548 -0.24490629
  -0.07951716]
 [ 0.05687186  0.00724451  0.5300024  ... -0.37617382 -0.25754204
  -0.12173228]
 [ 0.1514105  -0.13462986  0.7019486  ... -0.29896623 -0.32268977
  -0.3200737 ]]"
savage,27,212733,w.a.s.p.,0.38,0.883,5,-7.371,0,0.0402,0.00328,0.0271,0.149,0.668,109.933,4.29,4.68,4.22,metal,w.a.s.p.,savage,i'm night rider burning highways brakes ride tasmanian devil mean streak wide sky wild night cause i'm wild screaming eagle thunder roll line one see got free need's ride breeze i'm running today i'm still bound stay tread cause i'm living s-s-s-s-s-savage i'm fur stroking monster i'll eat alive heart smoking sportster cross survive wheels life one see got free need's ride breeze i'm running today i'm still bound stay tread cause i'm living s-s-s-s-s-savage dare touch five hundred see-see-see-see-see-see-s one see got free need's ride breeze i'm running today i'm still bound stay tread cause i'm destined savage free ride breeze touch i'm running today i'm still bound stay sa-sa-sa-savage,"[[-0.7413744  -0.26412627 -0.27054662 ... -0.20742027  0.22571559
  -0.19239894]
 [ 0.2352554   0.04048019 -0.29798856 ...  0.15798402  0.8704549
  -0.25000018]
 [ 0.5216284   0.13301118 -0.1851632  ... -0.22227587 -0.53251
  -0.27553824]
 ...
 [ 0.53272915 -0.15812796  0.16981076 ...  0.14080948 -0.24286038
  -0.3368802 ]
 [ 0.30032423 -0.37019446  0.22413325 ...  0.2327433  -0.32957834
  -0.31396365]
 [ 0.03283107 -0.28054434  0.19674163 ... -0.14037478 -0.43959966
  -0.20023552]]"
the great misconceptions of me,34,586653,w.a.s.p.,0.21,0.924,5,-6.965,0,0.102,0.000364,0.0308,0.0428,0.0944,155.488,4.0683870967741935,4.103225806451613,4.163870967741936,hard rock,w.a.s.p.,the great misconceptions of me,welcome show great finale's finally thank coming theatre fear welcome show witnesses see privileged invitation last rights remember can't save mama never needed crimson king look eye see mama i'm lonely wanna wanna wanna crimson idol million wanna wanna wanna crimson idol million eyes million prisoner paradise dreamed idol million lonely faces look behind mask sorrow four doors doom behind eyes i've got footprints across crimson mind long live long live long live king mercy long live long live love shelter love love set free love shelter love love set free warrior anthem soul idol eight thousand lonely days rage ago remember comes time choose careful wish might come true red crimson red invisible boy strap back red crimson red never one crimson son never living limelight little know dying shadows mirror soul ever wanted everything dreamed dream became nightmare no-one could hear scream six-strings make noose take life time choose headlines read suicide suicide oh sweet silence sting idol crimson king i'm imposter world seen father idol never wanna wanna wanna crimson idol million wanna wanna wanna crimson idol million eyes love shelter love love set free love shelter love love set free,"[[-0.35430226 -0.15353371  0.10402329 ... -0.08164845 -0.3309167
  -0.11417525]
 [ 0.17675461 -0.8353158   2.263954   ...  0.8294912   0.18575956
   0.05907966]
 [-0.08381736 -0.05157698  1.1319426  ...  0.11021067 -0.10696752
  -0.72109836]
 ...
 [ 0.3681727  -0.05171367  0.44764024 ...  0.00834177 -0.33148238
  -0.20680101]
 [ 0.55802965 -0.265258    0.4994048  ...  0.08030563 -0.32762337
  -0.21013668]
 [ 0.5817297  -0.20439865  0.46336845 ...  0.13365163 -0.4235603
  -0.1592432 ]]"
i think i love you,28,193293,voice of the beehive,0.633,0.914,8,-7.754,1,0.0298,0.0604,0.000118,0.115,0.883,107.683,7.829375000000001,5.557625,6.723625,pop,voice of the beehive,i think i love you,sleeping right middle good dream like wake something keeps knocking brain go insane hold pillow head spring bed screaming words dread think love think love morning woke feeling know deal decided i'd hide never talk go shout walked room think love think love think love afraid i'm afraid i'm sure love cure think love life made though worries say never felt way know i'm know got much think hey think love afraid i'm afraid i'm sure love cure think love life made though worries say never felt way believe really worry wanna make happy say hey go away think better still i'd better stay around love think case let ask face think love think love think love think love think love think love think love think love think love,"[[ 0.03446937 -0.01268945  0.262168   ... -0.16109774 -0.10411315
  -0.00870085]
 [ 0.22885366  0.07491294  0.33951682 ... -0.1301817  -0.15507784
  -0.18007357]
 [ 0.0760244  -0.19626378  1.3194865  ... -0.7520427  -0.04651454
  -0.57441986]
 ...
 [ 0.36732987 -0.51847446  0.76098746 ...  0.11588945 -0.26065588
  -0.403017  ]
 [ 0.31864902 -0.32195002  0.70707345 ... -0.17111821 -0.22485092
  -0.43966356]
 [ 0.16769883 -0.26993093  0.7600008  ... -0.27220976 -0.29437298
  -0.3931868 ]]"
illusion,51,286960,vnv nation,0.457,0.434,7,-10.445,1,0.0366,0.0839,0.00552,0.123,0.0822,180.145,3.3934453781512603,2.858571428571428,3.759831932773109,futurepop,vnv nation,illusion,know hard tell mixed feel hoping need behind every door time get hurt want change everyone hopes human feeling sometimes wishing someone else feeling though never belong feeling sadness feeling joy truly understand please cry please go want stay i'm begging please please leave want hate hurt feel world illusion trying change like well something else would comprehend lay claim divine purpose blesses that's believe matter anyway part soul ties next world maybe last i'm still sure know us world different world guess would know please go want stay i'm begging please please leave want hate hurt feel world illusion trying change please go want stay i'm begging please oh please leave want change hurt feel world illusion always trying change please go want stay i'm begging please please leave want hate hurt feel world illusion trying change please go want stay i'm begging please oh please leave want change hurt feel world illusion always trying change,"[[-0.199161    0.30437863  0.5924512  ... -0.1950263  -0.16182368
   0.10308518]
 [ 0.40920925 -0.16758515  1.2252843  ... -0.44306344  0.38713825
   0.3266004 ]
 [-0.17675795 -0.12653027  1.3065362  ... -0.6912323  -0.3161068
  -0.54435223]
 ...
 [-0.070295   -0.30334163  0.6070241  ... -0.50670004 -0.10931639
  -0.312937  ]
 [-0.03299642 -0.2007662   0.670101   ... -0.38462842 -0.023036
  -0.24000677]
 [ 0.07353591 -0.23037353  0.73034716 ... -0.3761494  -0.11525679
  -0.15792258]]"
